;eco;name;pgn
1126;C88;Ruy Lopez: Closed, Rosen Attack;1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. d4
1127;C88;Ruy Lopez: Closed, Trajkovic Counterattack;1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 Bb7
1128;C88;Ruy Lopez: Noah's Ark Trap;1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. d4 Nxd4 9. Nxd4 exd4 10. Qxd4 c5
1129;C89;Ruy Lopez: Marshall Attack;1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5
1130;C89;Ruy Lopez: Marshall Attack, Main Line;1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d4
1131;C89;Ruy Lopez: Marshall Attack, Main Line, Spassky Variation;1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d4 Bd6 13. Re1 Qh4 14. g3 Qh3 15. Be3 Bg4 16. Qd3 Rae8 17. Nd2 Re6 18. a4 Qh5
1132;C89;Ruy Lopez: Marshall Attack, Modern Main Line;1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d4 Bd6 13. Re1 Qh4 14. g3 Qh3
1133;C89;Ruy Lopez: Marshall Attack, Modern Variation;1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6
1134;C89;Ruy Lopez: Marshall Attack, Original Marshall Attack;1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 Nf6
1135;C89;Ruy Lopez: Marshall Attack, Re3 Variation;1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. Bxd5 cxd5 13. d4 Bd6 14. Re3
1136;C89;Ruy Lopez: Marshall Attack, Steiner Variation;1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 e4
1137;C90;Ruy Lopez: Closed, Closed Defense;1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. c3 O-O
1138;C90;Ruy Lopez: Closed, Lutikov Variation;1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. c3 O-O 9. Bc2
1139;C90;Ruy Lopez: Closed, Pilnik Variation;1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. d3 d6 9. c3
1140;C90;Ruy Lopez: Closed, Suetin Variation;1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. c3 O-O 9. a3
1141;C91;Ruy Lopez: Closed, Bogoljubov Variation;1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. c3 O-O 9. d4 Bg4
1142;C91;Ruy Lopez: Closed, Yates Variation;1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. c3 O-O 9. d4
1143;C91;Ruy Lopez: Closed, Yates Variation, Short Attack;1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. c3 O-O 9. d4 Bg4 10. a4
1144;C92;Ruy Lopez: Closed;1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. c3 O-O 9. h3
1145;C92;Ruy Lopez: Closed, Flohr System;1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. c3 O-O 9. h3 Bb7
1146;C92;Ruy Lopez: Closed, Keres Defense;1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. c3 O-O 9. h3 Nd7
1147;C92;Ruy Lopez: Closed, Keres Defense;1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d6 9. h3 a5
1148;C92;Ruy Lopez: Closed, Kholmov Variation;1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. c3 O-O 9. h3 Be6
1149;C92;Ruy Lopez: Closed, Smyslov-Breyer-Zaitsev Hybrid;1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. c3 O-O 9. h3 Bb7 10. d4 Re8 11. Nbd2 Bf8 12. a3 h6
1150;C92;Ruy Lopez: Closed, Zaitsev System;1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. c3 O-O 9. h3 Re8
1151;C93;Ruy Lopez: Closed, Smyslov Defense;1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. c3 O-O 9. h3 h6
1152;C94;Ruy Lopez: Morphy Defense, Breyer Defense;1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. c3 O-O 9. h3 Nb8
1153;C94;Ruy Lopez: Morphy Defense, Breyer Defense, Quiet Variation;1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. c3 O-O 9. h3 Nb8 10. d3
1154;C95;Ruy Lopez: Closed, Breyer;1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. c3 O-O 9. h3 Nb8 10. d4
1155;C95;Ruy Lopez: Closed, Breyer Defense;1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. c3 O-O 9. h3 Nb8 10. d4 Nbd7 11. Nbd2 Bb7 12. Bc2 c5
1156;C95;Ruy Lopez: Closed, Breyer Defense;1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. c3 O-O 9. h3 Nb8 10. d4 Nbd7 11. Nh4
1157;C95;Ruy Lopez: Morphy Defense, Breyer Defense, Zaitsev Hybrid;1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. c3 O-O 9. h3 Nb8 10. d4 Nbd7
1158;C96;Ruy Lopez: Closed, Borisenko Variation;1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. c3 O-O 9. h3 Na5 10. Bc2 c5 11. d4 Nc6
1159;C96;Ruy Lopez: Closed, Closed Defense;1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. c3 O-O 9. h3 Na5 10. Bc2
1160;C96;Ruy Lopez: Closed, Closed Defense;1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. c3 O-O 9. h3 Na5 10. Bc2 c5
1161;C96;Ruy Lopez: Closed, Keres Defense;1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. c3 O-O 9. h3 Na5 10. Bc2 c5 11. d4 Nd7
1162;C96;Ruy Lopez: Closed, Rossolimo Defense;1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d6 9. h3 Na5 10. Bc2 c6 11. d4 Qc7
1163;C97;Ruy Lopez: Closed, Chigorin Defense;1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. c3 O-O 9. h3 Na5 10. Bc2 c5 11. d4 Qc7
1164;C97;Ruy Lopez: Closed, Chigorin, Yugoslav System;1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. c3 O-O 9. h3 Na5 10. Bc2 c5 11. d4 Qc7 12. Nbd2 Bd7 13. Nf1 Rfe8 14. Ne3 g6
1165;C98;Ruy Lopez: Closed, Chigorin Defense;1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. c3 O-O 9. h3 Na5 10. Bc2 c5 11. d4 Qc7 12. Nbd2 Nc6
1166;C98;Ruy Lopez: Closed, Chigorin Defense;1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. c3 O-O 9. h3 Na5 10. Bc2 c5 11. d4 Qc7 12. Nbd2 Nc6 13. dxc5
1167;C99;Ruy Lopez: Morphy Defense, Chigorin Defense, Panov System;1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. c3 O-O 9. h3 Na5 10. Bc2 c5 11. d4 Qc7 12. Nbd2 cxd4 13. cxd4
0;D00;Amazon Attack;1. d4 d5 2. Qd3
1;D00;Blackmar Gambit;1. d4 d5 2. e4
2;D00;Blackmar-Diemer Gambit;1. d4 d5 2. e4 dxe4 3. Nc3
3;D00;Blackmar-Diemer Gambit;1. d4 Nf6 2. Nc3 d5 3. e4
4;D00;Blackmar-Diemer Gambit Declined: Brombacher Countergambit;1. d4 Nf6 2. Nc3 d5 3. e4 dxe4 4. f3 c5
5;D00;Blackmar-Diemer Gambit Declined: Elbert Countergambit;1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 e5
6;D00;Blackmar-Diemer Gambit Declined: Grosshans Defense;1. d4 d5 2. e4 dxe4 3. Nc3 Bd7
7;D00;Blackmar-Diemer Gambit Declined: Lamb Defense;1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 Nc6
8;D00;Blackmar-Diemer Gambit Declined: Langeheinecke Defense;1. d4 Nf6 2. Nc3 d5 3. e4 dxe4 4. f3 e3
9;D00;Blackmar-Diemer Gambit: Bogoljubov Defense, Mad Dog Attack;1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 g6 6. Bc4 Bg7 7. h4
10;D00;Blackmar-Diemer Gambit: Bogoljubov Variation;1. d4 Nf6 2. Nc3 d5 3. e4 dxe4 4. f3 exf3 5. Nxf3 g6
11;D00;Blackmar-Diemer Gambit: Bogoljubov Variation, Kloss Attack;1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 g6 6. Bc4 Bg7 7. O-O O-O 8. Kh1
12;D00;Blackmar-Diemer Gambit: Bogoljubov Variation, Nimzowitsch Attack;1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 g6 6. Bc4 Bg7 7. Ne5
13;D00;Blackmar-Diemer Gambit: Bogoljubov Variation, Studier Attack;1. d4 Nf6 2. Nc3 d5 3. e4 dxe4 4. f3 exf3 5. Nxf3 g6 6. Bc4 Bg7 7. O-O O-O 8. Qe1
14;D00;Blackmar-Diemer Gambit: Diemer-Rosenberg Attack;1. d4 d5 2. e4 dxe4 3. Be3
15;D00;Blackmar-Diemer Gambit: Euwe Defense;1. d4 Nf6 2. Nc3 d5 3. e4 dxe4 4. f3 exf3 5. Nxf3 e6
16;D00;Blackmar-Diemer Gambit: Euwe Defense, Zilbermints Gambit;1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 e6 6. Bg5 Be7 7. Bd3 Nc6 8. O-O Nxd4 9. Kh1
17;D00;Blackmar-Diemer Gambit: Fritz Attack;1. d4 d5 2. e4 dxe4 3. Bc4
18;D00;Blackmar-Diemer Gambit: Gedult Gambit;1. d4 d5 2. e4 dxe4 3. f3
19;D00;Blackmar-Diemer Gambit: Kaulich Defense;1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 c5
20;D00;Blackmar-Diemer Gambit: Lemberger Countergambit, Diemer Attack;1. d4 d5 2. e4 dxe4 3. Nc3 e5 4. Be3
21;D00;Blackmar-Diemer Gambit: Lemberger Countergambit, Endgame Variation;1. d4 d5 2. e4 dxe4 3. Nc3 e5 4. dxe5
22;D00;Blackmar-Diemer Gambit: Lemberger Countergambit, Rassmussen Attack;1. d4 d5 2. e4 dxe4 3. Nc3 e5 4. Nge2
23;D00;Blackmar-Diemer Gambit: Lemberger Countergambit, Simple Variation;1. d4 d5 2. e4 dxe4 3. Nc3 e5 4. Nxe4
24;D00;Blackmar-Diemer Gambit: Lemberger Countergambit, Sneider Attack;1. e4 d5 2. d4 dxe4 3. Nc3 e5 4. Qh5
25;D00;Blackmar-Diemer Gambit: Pietrowsky Defense;1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 Nc6
26;D00;Blackmar-Diemer Gambit: Rasa-Studier Gambit;1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. Be3
27;D00;Blackmar-Diemer Gambit: Ritter Defense;1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 b6
28;D00;Blackmar-Diemer Gambit: Rook Pawn Defense;1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 h5
29;D00;Blackmar-Diemer Gambit: Ryder Gambit;1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Qxf3
30;D00;Blackmar-Diemer Gambit: Schlutter Defense;1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 Nbd7
31;D00;Blackmar-Diemer Gambit: Tartakower Variation;1. e4 d5 2. d4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 Bf5
32;D00;Blackmar-Diemer Gambit: Teichmann Variation;1. e4 d5 2. d4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 Bg4
33;D00;Blackmar-Diemer Gambit: Vienna Variation;1. d4 Nf6 2. Nc3 d5 3. e4 dxe4 4. f3 Bf5
34;D00;Blackmar-Diemer Gambit: Zeller Defense;1. d4 d5 2. e4 dxe4 3. Nc3 Bf5
35;D00;Blackmar-Diemer Gambit: Zeller Defense, Soller Attack;1. d4 d5 2. e4 dxe4 3. Nc3 Bf5 4. f3 Nf6 5. Bc4
36;D00;Blackmar-Diemer Gambit: Ziegler Defense;1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 c6
37;D00;Blackmar-Diemer Gambit: von Popiel Gambit;1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. Bg5
38;D00;Blackmar-Diemer Gambit: von Popiel Gambit, Zilbermints Variation;1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. Bg5 Bf5 5. Bxf6 exf6 6. g4 Bg6 7. Qe2 Bb4 8. Qb5+
39;D00;Blackmar-Diemer, Lemberger Countergambit;1. d4 d5 2. Nc3 Nf6 3. e4 e5
40;D00;Queen's Pawn Game;1. d4 d5
41;D00;Queen's Pawn Game;1. d4 d5 2. e3
42;D00;Queen's Pawn Game;1. d4 d5 2. e3 Nf6
43;D00;Queen's Pawn Game: Chigorin Variation;1. d4 d5 2. Nc3
44;D00;Queen's Pawn Game: Chigorin Variation, Alburt Defense;1. d4 d5 2. Nc3 Bf5
45;D00;Queen's Pawn Game: Chigorin Variation, Anti-Veresov;1. d4 d5 2. Nc3 Bg4
46;D00;Queen's Pawn Game: Chigorin Variation, Fianchetto Defense;1. d4 g6 2. Nf3 Bg7 3. Nc3 d5
47;D00;Queen's Pawn Game: Chigorin Variation, Irish Gambit;1. d4 d5 2. Nc3 c5
48;D00;Queen's Pawn Game: Chigorin Variation, Shaviliuk Gambit;1. d4 d5 2. Nc3 e5
49;D00;Queen's Pawn Game: Chigorin Variation, Shropshire Defense;1. d4 d5 2. Nc3 h5
50;D00;Queen's Pawn Game: Hübsch Gambit;1. d4 Nf6 2. Nc3 d5 3. e4 Nxe4
51;D00;Queen's Pawn Game: Levitsky Attack;1. d4 d5 2. Bg5
52;D00;Queen's Pawn Game: Levitsky Attack, Welling Variation;1. d4 d5 2. Bg5 Bg4
53;D00;Queen's Pawn Game: Mason Attack;1. d4 d5 2. f4
54;D00;Queen's Pawn Game: Mason Variation;1. d4 d5 2. Bf4
55;D00;Queen's Pawn Game: Morris Countergambit;1. d4 d5 2. Bf4 c5 3. e4
56;D00;Queen's Pawn Game: Steinitz Countergambit;1. d4 d5 2. Bf4 c5
57;D00;Queen's Pawn Game: Stonewall Attack;1. d4 d5 2. e3 Nf6 3. Bd3
58;D00;Queen's Pawn Game: Zurich Gambit;1. d4 d5 2. g4
59;D01;Queen's Pawn Game: Veresov Attack, Boyce Defense;1. d4 Nf6 2. Nc3 d5 3. Bg5 Ne4
60;D01;Queen's Pawn Game: Veresov Attack, Richter Variation;1. d4 Nf6 2. Nc3 d5 3. Bg5 Bf5 4. f3
61;D01;Queen's Pawn Game: Veresov Attack, Two Knights System;1. d4 Nf6 2. Nc3 d5 3. Bg5 Nbd7 4. Nf3
62;D01;Queen's Pawn Game: Veresov Attack, Two Knights System, Grünfeld Defense;1. d4 Nf6 2. Nc3 d5 3. Bg5 Nbd7 4. Nf3 g6
63;D01;Queen's Pawn Game: Veresov Attack, Veresov Variation;1. d4 Nf6 2. Nc3 d5 3. Bg5 Bf5 4. Bxf6
64;D01;Rapport-Jobava System;1. d4 d5 2. Nc3 Nf6 3. Bf4
65;D01;Richter-Veresov Attack;1. d4 Nf6 2. Nc3 d5 3. Bg5
66;D01;Richter-Veresov Attack;1. d4 Nf6 2. Nc3 d5 3. Bg5 Bf5
67;D01;Veresov Opening: Malich Gambit;1. d4 Nf6 2. Nc3 d5 3. Bg5 c5 4. Bxf6 gxf6 5. e4 dxe4 6. d5
68;D02;London System: Poisoned Pawn Variation;1. d4 Nf6 2. Nf3 d5 3. Bf4 c5 4. e3 Qb6 5. Nc3
69;D02;Queen's Gambit Accepted: Rosenthal Variation;1. d4 d5 2. Nf3 e6 3. c4 dxc4
70;D02;Queen's Gambit Declined: Baltic Defense, Pseudo-Slav;1. d4 d5 2. Nf3 Bf5 3. c4 e6 4. Nc3 c6
71;D02;Queen's Pawn Game: Anti-Torre;1. Nf3 d5 2. d4 Bg4
72;D02;Queen's Pawn Game: Chandler Gambit;1. d4 d5 2. Nf3 c5 3. g3 cxd4 4. Bg2
73;D02;Queen's Pawn Game: Chigorin Variation;1. d4 d5 2. Nf3 Nc6
74;D02;Queen's Pawn Game: Krause Variation;1. d4 d5 2. Nf3 c5
75;D02;Queen's Pawn Game: Levitsky Attack, Euwe Variation, Modern Line;1. d4 d5 2. Nf3 c6 3. Bg5 h6 4. Bh4 Qb6
76;D02;Queen's Pawn Game: London System;1. d4 d5 2. Nf3 Nf6 3. Bf4
77;D02;Queen's Pawn Game: Symmetrical Variation;1. d4 d5 2. Nf3 Nf6
78;D02;Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan;1. d4 d5 2. Nf3 Nf6 3. g3
79;D02;Queen's Pawn Game: Zilbermints Countergambit;1. d4 d5 2. Nf3 Nf6 3. c4 b5
80;D02;Queen's Pawn Game: Zukertort Variation;1. d4 d5 2. Nf3
81;D03;Queen's Pawn Game: Torre Attack;1. d4 d5 2. Nf3 Nf6 3. Bg5
82;D03;Queen's Pawn Game: Torre Attack, Gossip Variation;1. d4 d5 2. Nf3 Nf6 3. Bg5 Ne4
83;D03;Queen's Pawn Game: Torre Attack, Grünfeld Variation;1. d4 d5 2. Nf3 Nf6 3. Bg5 g6
84;D04;Queen's Pawn Game: Colle System;1. d4 d5 2. Nf3 Nf6 3. e3
85;D04;Queen's Pawn Game: Colle System, Anti-Colle;1. d4 d5 2. Nf3 Nf6 3. e3 Bf5
86;D04;Queen's Pawn Game: Colle System, Grünfeld Formation;1. d4 d5 2. Nf3 Nf6 3. e3 g6 4. Bd3 Bg7
87;D05;Queen's Pawn Game: Colle System;1. d4 d5 2. Nf3 Nf6 3. e3 e6
88;D05;Queen's Pawn Game: Colle System;1. d4 d5 2. Nf3 Nf6 3. e3 e6 4. Bd3
89;D05;Queen's Pawn Game: Colle System, Traditional Colle;1. d4 Nf6 2. Nf3 e6 3. e3 c5 4. Bd3 d5 5. c3
90;D05;Queen's Pawn Game: Zukertort Variation;1. d4 d5 2. Nf3 c5 3. e3 Nf6 4. Nbd2 e6 5. b3
91;D05;Rubinstein Opening;1. d4 Nf6 2. Nf3 e6 3. e3 c5 4. Bd3 d5 5. b3
92;D05;Rubinstein Opening: Bogoljubov Defense;1. d4 Nf6 2. Nf3 e6 3. e3 c5 4. Bd3 d5 5. b3 Nc6 6. O-O Bd6 7. Bb2 O-O
93;D05;Rubinstein Opening: Classical Defense;1. d4 Nf6 2. Nf3 e6 3. e3 c5 4. Bd3 d5 5. b3 Nc6 6. O-O Be7 7. Bb2 O-O
94;D05;Rubinstein Opening: Semi-Slav Defense;1. d4 d5 2. Nf3 Nf6 3. e3 e6 4. Bd3 Bd6 5. O-O O-O 6. b3 Nbd7 7. Bb2
95;D06;Queen's Gambit;1. d4 d5 2. c4
96;D06;Queen's Gambit Declined: Austrian Attack, Salvio Countergambit;1. d4 d5 2. c4 c5 3. dxc5 d4
97;D06;Queen's Gambit Declined: Austrian Defense;1. d4 d5 2. c4 c5
98;D06;Queen's Gambit Declined: Austrian Defense, Gusev Countergambit;1. d4 d5 2. c4 c5 3. cxd5 Nf6
99;D06;Queen's Gambit Declined: Austrian Defense, Haberditz Variation;1. d4 d5 2. c4 c5 3. cxd5 Nf6 4. e4 Nxe4 5. dxc5 Qa5+
100;D06;Queen's Gambit Declined: Baltic Defense;1. d4 d5 2. c4 Bf5
101;D06;Queen's Gambit Declined: Baltic Defense, Argentinian Gambit;1. d4 d5 2. c4 Bf5 3. cxd5 Bxb1 4. Qa4+ c6 5. dxc6 Nxc6
102;D06;Queen's Gambit Declined: Baltic Defense, Pseudo-Chigorin;1. d4 d5 2. c4 Bf5 3. Nc3 e6 4. Nf3 Nc6
103;D06;Queen's Gambit Declined: Baltic Defense, Queen Attack;1. d4 d5 2. c4 Bf5 3. Qb3
104;D06;Queen's Gambit Declined: Baltic Defense, Queen Attack Deferred;1. d4 d5 2. c4 Bf5 3. Nc3 e6 4. Qb3
105;D06;Queen's Gambit Declined: Marshall Defense;1. d4 d5 2. c4 Nf6
106;D06;Queen's Gambit Declined: Marshall Defense, Tan Gambit;1. d4 d5 2. c4 Nf6 3. cxd5 c6
107;D06;Queen's Gambit Declined: Zilbermints Gambit;1. d4 d5 2. c4 b5
108;D07;Queen's Gambit Declined: Chigorin Defense;1. d4 d5 2. c4 Nc6
109;D07;Queen's Gambit Declined: Chigorin Defense;1. d4 d5 2. c4 Nc6 3. Nc3
110;D07;Queen's Gambit Declined: Chigorin Defense;1. d4 d5 2. c4 Nc6 3. Nc3 dxc4
111;D07;Queen's Gambit Declined: Chigorin Defense, Exchange Variation;1. d4 d5 2. c4 Nc6 3. cxd5 Qxd5
112;D07;Queen's Gambit Declined: Chigorin Defense, Exchange Variation, Costa's Line;1. d4 d5 2. c4 Nc6 3. cxd5 Qxd5 4. e3 e5 5. Nc3 Bb4 6. Bd2 Bxc3 7. Bxc3 exd4 8. Ne2
113;D07;Queen's Gambit Declined: Chigorin Defense, Janowski Variation;1. d4 d5 2. c4 Nc6 3. Nc3 dxc4 4. Nf3
114;D07;Queen's Gambit Declined: Chigorin Defense, Lazard Gambit;1. d4 d5 2. c4 Nc6 3. Nf3 e5
115;D07;Queen's Gambit Declined: Chigorin Defense, Main Line;1. d4 d5 2. c4 Nc6 3. Nf3 Bg4
116;D07;Queen's Gambit Declined: Chigorin Defense, Main Line, Alekhine Variation;1. d4 d5 2. c4 Nc6 3. Nf3 Bg4 4. Qa4
117;D07;Queen's Gambit Declined: Chigorin Defense, Modern Gambit;1. d4 d5 2. c4 Nc6 3. Nc3 dxc4 4. Nf3 Nf6
118;D07;Queen's Gambit Declined: Chigorin Defense, Tartakower Gambit;1. d4 d5 2. c4 Nc6 3. Nc3 e5
119;D08;Queen's Gambit Declined: Albin Countergambit;1. d4 d5 2. c4 e5
120;D08;Queen's Gambit Declined: Albin Countergambit, Balogh Variation;1. d4 d5 2. c4 e5 3. dxe5 d4 4. Nf3 Nc6 5. Nbd2 Qe7
121;D08;Queen's Gambit Declined: Albin Countergambit, Janowski Variation;1. d4 d5 2. c4 e5 3. dxe5 d4 4. Nf3 Nc6 5. Nbd2 f6
122;D08;Queen's Gambit Declined: Albin Countergambit, Krenosz Variation;1. d4 d5 2. c4 e5 3. dxe5 d4 4. Nf3 Nc6 5. Nbd2 Bg4 6. h3 Bxf3 7. Nxf3 Bb4+ 8. Bd2 Qe7
123;D08;Queen's Gambit Declined: Albin Countergambit, Lasker Trap;1. d4 d5 2. c4 e5 3. dxe5 d4 4. e3 Bb4+ 5. Bd2 dxe3
124;D08;Queen's Gambit Declined: Albin Countergambit, Modern Line;1. d4 d5 2. c4 e5 3. dxe5 d4 4. Nf3 Nc6 5. Nbd2
125;D08;Queen's Gambit Declined: Albin Countergambit, Normal Line;1. d4 d5 2. c4 e5 3. dxe5 d4 4. Nf3
126;D08;Queen's Gambit Declined: Albin Countergambit, Tartakower Defense;1. d4 d5 2. c4 e5 3. dxe5 d4 4. Nf3 c5
127;D09;Queen's Gambit Declined: Albin Countergambit, Fianchetto Variation;1. d4 d5 2. c4 e5 3. dxe5 d4 4. Nf3 Nc6 5. g3
128;D09;Queen's Gambit Declined: Albin Countergambit, Fianchetto Variation, Be6 Line;1. d4 d5 2. c4 e5 3. dxe5 d4 4. Nf3 Nc6 5. g3 Be6
